activity_date,period_role,period_start,period_end,period_days,period_label,source_type,site_location,equipment_type,operational_equipment_class,fleet_display_name,fleet_ident,fleet_specific,ahs_mode,tum_equipment_count,truck_count,source_truck_count_observed,operating_hours,operating_hours_per_truck,loading_unit_count,cycle_count,actual_tonnes,actual_tonnes_per_day,actual_tonnes_annualized_rate,actual_tonnes_per_truck_period,actual_tonnes_per_truck_day,quantity_reporting_avg,payload,payload_from_quantity_per_cycle,empty_distance_km,loaded_distance_km,empty_travel_minutes,loaded_travel_minutes,empty_speed_kph,loaded_speed_kph,queue_load_minutes,spot_load_minutes,truck_loading_minutes,queue_dump_minutes,spot_dump_minutes,dumping_minutes,cycle_time_minutes,cycle_seconds,rate_tph,modelled_tmm,modelled_tmm_per_day,modelled_tmm_annualized_rate,model_error_tonnes,model_error_pct,calendar_hours,not_required_hours,required_hours,scheduled_hours,scheduled_maintenance_hours,unscheduled_maintenance_hours,available_hours,operational_standby_hours,operating_delay_hours,working_hours,productive_hours,non_productive_hours,full_rate_productive_hours,availability_current,operating_of_available,working_of_available,productive_of_working,tum_required_balance_delta_hours,tum_scheduled_balance_delta_hours,tum_available_balance_delta_hours,tum_operating_balance_delta_hours,tum_working_balance_delta_hours,tum_productive_balance_delta_hours,cycle_balance_delta_minutes,source_quality_flag,source_quality_note
2025-04-01,actual_day,2025-04-01,2025-04-01,1,2025-04-01,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,19,19,19,332.126389,17.48033626315789474,19,809,191867.0000,191867.0000,70031455.0000,10098.263157894736842105,10098.263157894736842105,237.16563659,233.54524104,237.165636588380716934,3.3158093,3.1695835,7.119154228855721,7.899591836734694,27.945532798490515,24.074029890461922,3.7535742035742037,1.0135593220338983,2.9195710455764075,0.7764767932489451,0.6387969924812029,0.8383571428571429,24.95908156536222,1497.544893921733,561.4274878546253,186464.88422649805,186464.88422649805,6.805968274267179E7,-5402.1157735019515,-0.02815552321921931,357.545000,0.000000,357.545000,356.120000,1.425000,16.255833,339.864167,7.737778,39.612222,292.514167,239.583889,52.930278,239.583889,0.9505493481007052,0.9772327343195116,0.8606796342656502,0.819050549308628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=19
2025-04-12,actual_day,2025-04-12,2025-04-12,1,2025-04-12,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,23,23,23,361.936667,15.73637682608695652,18,1168,276598.0000,276598.0000,100958270.0000,12026.000000000000000000,12026.000000000000000000,236.81335616,237.96720890,236.813356164383561644,2.3944760,2.2923351,6.60908015380065,6.7257010834926705,21.73805683342806,20.449928459885573,3.491146761734997,1.1616946778711486,3.0460220125786166,1.9889855072463767,0.6316290130796671,0.8218677301429047,24.476126939947033,1468.567616396822,583.3452559316927,211134.03764217882,211134.03764217882,7.706392373939528E7,-65463.962357821176,-0.23667547255519264,372.355833,0.000000,372.355833,366.637500,5.718333,0.096667,366.540833,4.604167,45.612778,316.323889,239.304722,77.019167,239.304722,0.9843832176658975,0.9874388710671163,0.8629976802645151,0.7565180203834677,0.000000,0.000000,0.000000,-0.000001,0.000000,0.000000,0.0,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=23
2025-04-13,actual_day,2025-04-13,2025-04-13,1,2025-04-13,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,23,23,23,344.667500,14.98554347826086957,17,1323,313689.0000,313689.0000,114496485.0000,13638.652173913043478261,13638.652173913043478261,237.10430839,240.23786848,237.104308390022675737,2.1765118,2.0576831,5.551067708333333,5.737426655490361,23.5253314968498,21.518529719566093,3.1943318861553305,0.8721542454579162,2.8099862258953165,1.9698557958957292,0.6506314390162845,0.768323249783924,21.553777206028194,1293.2266323616916,668.7585183337886,230499.3266178111,230499.3266178111,8.413225421550106E7,-83189.67338218889,-0.26519792973992995,355.990833,0.000000,355.990833,355.990833,0.000000,9.000000,346.990833,2.323333,44.239444,300.428056,227.564444,72.863611,227.564444,0.9747184501473587,0.9933043380108504,0.8658097756344828,0.7574673544507328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.0,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=23
2025-04-14,actual_day,2025-04-14,2025-04-14,1,2025-04-14,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,22,22,22,370.938611,16.86084595454545455,18,1310,311300.0000,311300.0000,113624500.0000,14150.000000000000000000,14150.000000000000000000,237.63358779,240.37793893,237.633587786259541985,2.4376041,2.3476193,5.46717132505176,5.934201101928375,26.751721741336752,23.736498912082222,3.6123708537248502,0.9206827309236948,3.175769854132901,1.550488683127572,0.6447676208064019,0.798156089193825,22.103608258889377,1326.2164955333626,652.5032549832515,242038.65107646614,242038.65107646614,8.834410764291014E7,-69261.34892353386,-0.2224906807694631,377.148333,0.000000,377.148333,377.148333,0.000000,2.763611,374.384722,3.446111,31.703611,339.235000,266.785000,72.450000,266.785000,0.9926723496649564,0.9907952677912278,0.9061133637783474,0.7864312349845977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.552713678800501E-15,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=22
2025-04-15,actual_day,2025-04-15,2025-04-15,1,2025-04-15,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,22,22,22,283.038889,12.86540404545454545,20,1131,269295.0000,269295.0000,98292675.0000,12240.681818181818181818,12240.681818181818181818,238.10344828,242.11202476,238.103448275862068966,2.3717613,2.1729366,5.781703703703704,5.681650793650793,24.613104595595303,22.94688651856156,2.8792929292929292,0.9663877266387727,3.406485812285625,1.5874506486181614,0.659651844191658,0.7741305774278214,21.73675403580946,1304.2052421485678,668.3022433647847,189155.52447817626,189155.52447817626,6.904176643453434E7,-80139.47552182374,-0.2975899126304749,310.617778,0.000000,310.617778,310.617778,0.000000,18.979722,291.638056,8.599167,27.955833,255.083056,206.910278,48.172778,206.910278,0.9388968578746297,0.9705142504455199,0.8746562758061028,0.8111486563744489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.105427357601002E-15,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=22
2025-04-16,actual_day,2025-04-16,2025-04-16,1,2025-04-16,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,20,21,21,299.314722,14.25308200000000000,17,1114,264400.0000,264400.0000,96506000.0000,12590.476190476190476190,12590.476190476190476190,237.34290844,239.33375224,237.342908438061041293,2.3776877,2.2853700,5.883032605254828,6.205008460236886,24.24961266959025,22.098632238571536,2.9426923076923077,0.8521425349571493,3.1897,1.8915032679738562,0.6592110453648915,0.7957057374164027,22.418995958896325,1345.1397575337794,640.5293600448526,191719.867334663,191719.867334663,6.9977751577152E7,-72680.132665337,-0.2748870373121672,361.652500,1.172222,360.480278,322.159722,38.320556,18.550278,303.609444,4.294722,31.505833,267.808889,209.225000,58.583889,209.225000,0.8422359367787882,0.9858544511680759,0.8820835247037038,0.7812474069402725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.552713678800501E-15,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=21
2025-04-17,actual_day,2025-04-17,2025-04-17,1,2025-04-17,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,20,20,20,293.258611,14.66293055000000000,17,966,229764.0000,229764.0000,83863860.0000,11488.200000000000000000,11488.200000000000000000,237.85093168,239.91583851,237.850931677018633540,2.7305091,2.5796429,6.3478114478114485,6.515050505050505,25.808981149949606,23.75707968495636,3.778536922015183,0.945679012345679,3.161025029797378,1.4619047619047618,0.6430872483221477,0.7614399664147774,23.614534893661887,1416.8720936197133,609.5800902038341,178764.61054643107,178764.61054643107,6.524908284944734E7,-50999.38945356893,-0.2219642304867992,314.879444,0.000000,314.879444,314.879444,0.000000,17.951667,296.927778,3.669167,38.508611,254.750000,189.277778,65.472222,189.277778,0.9429887628951468,0.9876428985724175,0.8579527382266544,0.7429942209137499,0.000000,0.000000,-0.000001,0.000000,0.000000,0.000000,7.105427357601002E-15,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=20
2025-04-18,actual_day,2025-04-18,2025-04-18,1,2025-04-18,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,22,22,22,302.791667,13.76325759090909091,20,1109,263357.0000,263357.0000,96125305.0000,11970.772727272727272727,11970.772727272727272727,237.47249775,241.32578900,237.472497745716862038,2.6354472,2.5067346,5.610539444964141,6.2727318045862415,28.183890970043908,23.97744406831385,3.137593552101324,0.9558558558558559,3.1348529411764705,1.4447222222222222,0.6401088588588589,0.823895790200138,22.020300469965253,1321.2180281979151,657.5544852237363,199102.01872422197,199102.01872422197,7.267223683434102E7,-64254.98127577803,-0.24398433030364877,369.764444,0.000000,369.764444,315.864444,53.900000,5.538889,310.325556,7.533889,28.226667,274.565000,219.903333,54.661667,219.903333,0.8392520162986646,0.9757226282076529,0.8847643872205891,0.8009153873703252,0.000000,0.000000,-0.000001,0.000000,0.000000,0.000000,3.552713678800501E-15,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=22
2025-04-19,actual_day,2025-04-19,2025-04-19,1,2025-04-19,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,21,21,21,316.413056,15.06728838095238095,19,670,159436.0000,159436.0000,58194140.0000,7592.190476190476190476,7592.190476190476190476,237.96417910,242.09626866,237.964179104477611940,2.5375969,2.4179985,5.889523809523809,6.301445086705202,25.851973593143597,23.023276090446267,3.2333333333333334,0.808786231884058,3.2321223709369025,2.580745814307458,0.5751412429378531,0.7591463414634146,23.380244231092032,1402.814653865522,621.2841908761163,196582.42947959926,196582.42947959926,7.175258676005372E7,37146.42947959926,0.23298646152436878,349.847778,0.000000,349.847778,335.802222,14.045556,7.408056,328.394167,11.981111,150.955278,165.457778,119.993056,45.464722,119.993056,0.9386772977453686,0.96351606597424,0.5038389672302678,0.7252185854732996,0.000000,0.000000,-0.000001,0.000000,0.000000,0.000000,0.0,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=21
2025-04-20,actual_day,2025-04-20,2025-04-20,1,2025-04-20,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,20,20,20,197.669167,9.88345835000000000,14,807,192687.0000,192687.0000,70330755.0000,9634.350000000000000000,9634.350000000000000000,238.76951673,245.14708798,238.769516728624535316,2.8221472,2.7214685,5.503475820379966,6.751192145862552,30.767616234990445,24.1865594212232,2.1302985074626863,0.6288617886178862,3.308379120879121,1.8165618448637315,0.49179022515101595,0.7402858527131783,21.37084530593014,1282.2507183558084,688.2659561771516,136048.95823199605,136048.95823199605,4.9657869754678555E7,-56638.04176800395,-0.29393805377635207,216.773056,0.000000,216.773056,210.924722,5.848333,7.069444,203.855278,6.186111,6.726111,190.943056,161.932500,29.010556,161.932500,0.940408748012194,0.9696543980683464,0.9366598580964982,0.8480669775020185,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,3.552713678800501E-15,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=20
2025-04-21,actual_day,2025-04-21,2025-04-21,1,2025-04-21,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,19,21,21,252.808333,12.03849204761904762,19,988,234892.0000,234892.0000,85735580.0000,11185.333333333333333333,11185.333333333333333333,237.74493927,241.74949393,237.744939271255060729,2.1088364,1.9983466,4.73629476584022,5.168761586948461,26.715014638146894,23.19719994490734,2.59496204278813,0.8467146282973622,3.079784120014636,1.1386688668866887,0.56090303786933,0.7158666666666667,18.841955715311492,1130.5173429186896,769.8229342516107,194617.65271331833,194617.65271331833,7.103544324036118E7,-40274.347286681674,-0.17145899939836892,260.908333,0.000000,260.908333,259.770278,1.138056,4.600000,255.170278,2.361944,49.718333,203.090000,164.996111,38.093889,164.996111,0.9780073887167694,0.990743653747552,0.7958999056185793,0.8124285346945251,0.000000,-0.000001,0.000000,0.000001,0.000000,0.000000,-3.552713678800501E-15,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=21
2025-04-22,actual_day,2025-04-22,2025-04-22,1,2025-04-22,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,21,22,22,338.633611,15.39243686363636364,18,1103,262277.0000,262277.0000,95731105.0000,11921.681818181818181818,11921.681818181818181818,237.78513146,241.11985494,237.785131459655485041,2.6607082,2.5067164,6.059634703196347,6.525261951538965,26.345233635253873,23.049340412230944,3.343213897937025,0.9806744487678339,3.3877446262431827,1.1949122807017543,0.6204477050413845,0.7355759429153925,22.847465556341888,1370.8479333805133,633.207707906327,214425.41264135274,214425.41264135274,7.826527561409375E7,-47851.58735864726,-0.18244675422796228,367.198889,0.000000,367.198889,348.530556,18.668333,6.880833,341.649722,3.016111,33.421667,305.211944,253.165278,52.046667,253.165278,0.9304214488666451,0.9911719199082231,0.8933475562609202,0.8294736899586171,0.000000,0.000000,0.000001,0.000000,0.000000,-0.000001,0.0,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=22
2025-04-23,actual_day,2025-04-23,2025-04-23,1,2025-04-23,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,22,23,23,364.405556,15.84371982608695652,17,1132,269044.0000,269044.0000,98201060.0000,11697.565217391304347826,11697.565217391304347826,237.67137809,241.40406360,237.671378091872791519,2.7385356,2.4810212,6.470373692077728,6.704362416107383,25.394535743921935,22.203643353521194,3.3645543981481483,1.0669692737430168,3.3395793801391522,0.9627233518176216,0.6704513888888889,0.7937311935807422,23.372745094502683,1402.364705670161,619.7065752198155,225824.5190998327,225824.5190998327,8.242594947143893E7,-43219.48090016731,-0.16064093940086868,379.101111,0.000000,379.101111,372.191667,6.909444,6.644167,365.547500,1.141944,38.732778,325.672778,259.189722,66.483056,259.189722,0.9642480311614315,0.996876070977248,0.8909178089790732,0.7958593407493206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=23
2025-04-24,actual_day,2025-04-24,2025-04-24,1,2025-04-24,actual,Roy Hill Mine,Haulers,CAT 793,CAT793,79L,Universal,AHS,22,22,22,344.012500,15.63693181818181818,15,1210,286390.0000,286390.0000,104532350.0000,13017.727272727272727273,13017.727272727272727273,236.68595041,240.41528926,236.685950413223140496,2.3701380,2.3261346,5.572231543624161,6.15661938534279,25.520884924948433,22.6695962937506,2.9201484895033283,0.9304809843400448,3.2143899591360188,1.137037037037037,0.6712194337194337,0.8037465309898243,21.405873363692635,1284.352401821558,673.8766090276272,231821.97696311658,231821.97696311658,8.461502159153755E7,-54568.023036883416,-0.19053745953728626,390.427222,0.000000,390.427222,353.730556,36.696667,8.596944,345.133611,1.121111,28.766111,315.246389,261.784167,53.462222,261.784167,0.8839896182102511,0.9967516605887736,0.9134039071824841,0.8304113096722405,0.000000,-0.000001,0.000001,0.000000,0.000000,0.000000,0.0,ok,actuals_daily_v3 | material_destination_excluded | truck_count_ui_alias_from_actuals=22
